
||	546	0	0	618	0	0	||
||	7564	0	0	484	0	0	||
||	108532	0	0	686	0	0	||
||	1559192	0	0	497	0	0	||

||	0	243	0	0	540	0	||
||	0	165	0	0	760	0	||
||	0	2329	0	0	664	0	||
||	0	3751	0	0	563	0	||

||	0	0	519	0	0	196	||
||	0	0	481	0	0	225	||
||	0	0	329	0	0	244	||
||	0	0	11036	0	0	227	||

 TOTAL 
||	546	243	519	618	540	196	||
||	7564	165	481	484	760	225	||
||	108532	2329	329	686	664	244	||
||	1559192	3751	11036	497	563	227	||
